device,lat,lon,gateway,gw_lat,gw_lon,rssi,snr,time,frequency,bandwidth,spreading_factor,distance,log_distance,delta_lat,delta_lon,angle,gateway_id,elevation,gw_elevation,delta_elevation,terrain_type,distance_3d,log_distance_3d,fspl,elevation_angle,slope,roughness,terrain_mean,terrain_std,terrain_min,terrain_max,terrain_range,obstruction_ratio,max_obstruction,mean_obstruction,fresnel_obstruction_ratio,min_fresnel_clearance,mean_fresnel_clearance,forest_ratio,water_ratio,residential_ratio,unknown_ratio
board01,16.0658148,108.1478564,ac1f09fffe0fd629,16.06816,108.15438,-112,-7.2,2025-12-03T00:57:09.042+00:00,922200000,125000,12,744.2386033844507,2.8717121929658687,-0.0023452000000006,-0.0065236000000084,-2.796484420598071,11,18.0,7.0,-2.5,unknown,744.242802294814,2.871714643199501,89.1707952216578,-0.0033591061805221,1.367459532151696,1.848675201326615,13.12,2.902688409044277,7.0,19.0,12.0,0.04,0.4375,0.0175,0.44,-5.665758377915328,1.8187901641689488,0.0,0.0,0.0,1.0
board01,16.065372200000002,108.14764300000002,ac1f09fffe0fd629,16.06816,108.15438,-113,-12.8,2025-12-03T00:56:55.043+00:00,922200000,125000,12,783.7671660518537,2.894187065851474,-0.0027877999999965,-0.0067369999999868,-2.749242895107153,11,20.0,7.0,-0.5,unknown,783.7673255379775,2.894187154224577,89.62024544215932,-0.0006379443437859,2.073416795847171,2.7730128019899225,13.555555555555555,2.935521069693979,7.0,20.0,13.0,0.037037037037037,0.4423076923076898,0.0163817663817662,0.4444444444444444,-5.71329894472073,2.2063759459876766,0.0,0.0,0.0,1.0
board01,16.0651449,108.1461439,7276ff002e062cf2,16.118349075317383,108.27371978759766,-117,-22.0,2025-12-03T00:55:41.054+00:00,922200000,125000,12,14858.525297186725,4.171975708006275,-0.0532041753173828,-0.1275758875976578,-2.746483955956591,5,23.0,584.0,-574.5,unknown,14869.62757627567,4.172300091346845,115.18250418460468,-0.0386165958708215,3.621791482413284,5.425863986500215,47.01008064516129,117.55641190094974,0.0,584.0,584.0,0.0,-0.3939393939393767,0.0,0.0040322580645161,-2.726702410518442,237.50492395153577,0.0,0.0564516129032258,0.0,0.375
board01,16.0651449,108.1461439,7276ff002e061f5b,16.075634002685547,108.22206115722656,-112,-14.0,2025-12-03T00:55:41.054+00:00,922200000,125000,12,8195.156302384295,3.913557241081096,-0.0104891026855469,-0.075917257226564,-3.0042969558062427,4,23.0,9.0,0.5,unknown,8195.156317637207,3.91355724188941,110.00764719545596,6.101164883255752e-05,3.621791482413284,5.425863986500215,8.072992700729927,3.875121917547773,2.0,29.0,27.0,0.0072992700729927,0.3992673992674014,0.002546723349643,0.6897810218978102,-15.257114721824893,-4.013463964841446,0.0,0.0072992700729927,0.3394160583941605,0.6532846715328468
board01,16.065134300000004,108.146139,7276ff002e061f5b,16.07562828063965,108.22206115722656,-116,-9.5,2025-12-03T00:55:26.956+00:00,922200000,125000,12,8195.75207376869,3.913588812269086,-0.0104939806396444,-0.0759221572265573,-3.0042426604175545,4,27.0,9.0,4.5,unknown,8195.75330916468,3.913588877732952,110.00827991232684,0.0005490647873405,6.273637609112815,7.55396584583224,8.091240875912408,3.930379050692793,2.0,29.0,27.0,0.0072992700729927,0.3846153846153868,0.0023862998315553,0.6386861313868614,-13.54375744681928,-2.0324460300170792,0.0,0.0072992700729927,0.3394160583941605,0.6532846715328468
board01,16.0655765,108.145577,ac1f09fffe0fd629,16.06816,108.15438,-113,-21.2,2025-12-03T00:54:56.960+00:00,922200000,125000,12,983.5043616423924,2.99277629026758,-0.0025835,-0.0088030000000003,-2.856128656482071,11,24.0,7.0,3.5,unknown,983.5105893530632,2.99277904028265,91.59208316332078,0.003558665522357,3.033799277769791,4.899959183503471,14.242424242424242,4.390280608345937,7.0,24.0,17.0,0.0,-0.3125,0.0,0.3939393939393939,-6.617595551333029,2.7383474771345178,0.0,0.0,0.0,1.0
board01,16.0655765,108.145577,7276ff002e062cf2,16.118350982666016,108.27369689941406,-117,-16.0,2025-12-03T00:54:56.960+00:00,922200000,125000,12,14892.95393230645,4.1729808461246805,-0.0527744826660168,-0.1281198994140595,-2.7508572822777024,5,24.0,584.0,-573.5,unknown,14903.992051789415,4.173302610281576,115.20255456329927,-0.0384606481460254,3.033799277769791,4.899959183503471,47.27967806841046,117.49102559801504,0.0,584.0,584.0,0.0,-0.3981854838709751,0.0,0.0020120724346076,-2.722924971812631,237.703672975134,0.0,0.0603621730382293,0.0,0.3541247484909456
board01,16.0661104,108.14477490000002,ac1f09fffe0fd629,16.06816,108.15438,-113,-15.5,2025-12-03T00:54:41.964+00:00,922200000,125000,12,1051.3186503662969,3.021734368855253,-0.0020495999999994,-0.0096050999999874,-2.931359082834894,11,25.0,7.0,4.5,unknown,1051.3282810844632,3.0217383472385886,92.17126930243955,0.0042802734405789,2.940178243899997,3.9423850649067753,13.916666666666666,4.95745790591195,7.0,25.0,18.0,0.0,-1.0,0.0,0.3611111111111111,-5.4798790789983,3.311217815492464,0.0,0.0,0.0,1.0
board01,16.0661104,108.14477490000002,7276ff002e062cf2,16.118350982666016,108.27369689941406,-120,-14.5,2025-12-03T00:54:41.964+00:00,922200000,125000,12,14948.56749817405,4.174599576777759,-0.0522405826660161,-0.1289219994140467,-2.756602320239187,5,25.0,584.0,-572.5,unknown,14959.526279179618,4.174917841015361,115.234859177975,-0.0382512616087633,2.940178243899997,3.9423850649067753,47.45691382765531,117.46613227546956,0.0,584.0,584.0,0.0,-0.4046184738955389,0.0,0.002004008016032,-2.7160413696652768,237.97533832280743,0.0,0.0581162324649298,0.0,0.3226452905811623
board01,16.0666956,108.14413330000002,7276ff002e061f5b,16.075624465942383,108.2220687866211,-106,-20.0,2025-12-03T00:54:26.966+00:00,922200000,125000,12,8386.328276824894,3.9235718585472985,-0.0089288659423836,-0.0779354866210724,-3.02752260291526,4,23.0,9.0,0.5,unknown,8386.328291730106,3.92357185931918,110.20793954405136,5.9620847409541215e-05,2.717110859418648,3.370459909270543,8.082142857142857,3.807469498182728,0.0,26.0,26.0,0.0071428571428571,0.4014336917562708,0.0025153609831029,0.7107142857142857,-15.37547671196064,-4.258509474427385,0.0,0.0107142857142857,0.25,0.7392857142857143
board01,16.067429399999998,108.14422199999998,ac1f09fffe0fd629,16.06816,108.15438,-112,-6.5,2025-12-03T00:54:11.966+00:00,922200000,125000,12,1088.429327285421,3.0368002351535064,-0.0007306000000006,-0.0101580000000183,-3.0697926834611056,11,23.0,7.0,2.5,unknown,1088.432198391335,3.0368013807527467,92.47252997272273,0.0022968776624955,2.5009936805786457,3.006659275674582,12.27027027027027,3.680838980807182,7.0,23.0,16.0,0.0,-1.5,0.0,0.2972972972972973,-4.133758977202671,3.827718072908504,0.0,0.0,0.0,1.0
board01,16.067429399999998,108.14422199999998,7276ff002e061f5b,16.075624465942383,108.2220687866211,-110,-18.0,2025-12-03T00:54:11.966+00:00,922200000,125000,12,8367.623727204144,3.9226021427381808,-0.0081950659423846,-0.0778467866211087,-3.0367072361965817,4,23.0,9.0,0.5,unknown,8367.623742142674,3.922602143513517,110.1885452279381,5.975412074119789e-05,2.5009936805786457,3.006659275674582,7.265232974910394,3.699449130675252,0.0,23.0,23.0,0.007168458781362,0.4010791366906474,0.0025205641938062,0.7204301075268817,-13.38867367503757,-3.418520629645516,0.0,0.028673835125448,0.2007168458781362,0.7060931899641577
board01,16.067429399999998,108.14422199999998,7276ff002e062cf2,16.118331909179688,108.273681640625,-113,-22.0,2025-12-03T00:54:11.966+00:00,922200000,125000,12,14944.48476863027,4.174480946742447,-0.0509025091796893,-0.129459640625015,-2.7669688897050664,5,23.0,584.0,-574.5,unknown,14955.523235574949,4.174801611907477,115.23253459581731,-0.0383950235743156,2.5009936805786457,3.006659275674582,47.478957915831664,117.80215513148934,0.0,584.0,584.0,0.0,-0.400602409638509,0.0,0.002004008016032,-2.719631249935219,236.95702497981995,0.0,0.0621242484969939,0.0,0.2785571142284569
board01,16.0680726,108.14374650000002,7276ff002e062cf2,16.11834144592285,108.2736587524414,-115,-16.0,2025-12-03T00:53:56.969+00:00,922200000,125000,12,14962.764107085268,4.175011829194749,-0.0502688459228508,-0.129912252441386,-2.772391336893105,5,15.0,584.0,-582.5,unknown,14974.098168980969,4.175340676000981,115.2433158776874,-0.0388809020301693,2.7451526642379425,2.9890466707631047,47.68937875751503,118.0114023711015,0.0,584.0,584.0,0.0,-0.3845381526103892,0.0,0.002004008016032,-2.737603179855228,232.72990468044145,0.0,0.064128256513026,0.0,0.2765531062124248
board01,16.0680726,108.14374650000002,ac1f09fffe0fd629,16.06816,108.15438,-113,-12.5,2025-12-03T00:53:56.969+00:00,922200000,125000,12,1136.2407190130648,3.055470348861158,-8.739999999818338e-05,-0.010633499999983,-3.1333735317656224,11,15.0,7.0,-5.5,unknown,1136.2540303749538,3.05547543670659,92.84601109179955,-0.0048404290751511,2.7451526642379425,2.9890466707631047,11.026315789473683,2.5903346878374327,7.0,17.0,10.0,0.0,-0.8243243243243228,0.0,0.5789473684210527,-6.19953050971233,0.9094896405836104,0.0,0.0,0.0,1.0
board01,16.068925699999998,108.14323240000002,7276ff002e062cf2,16.11834144592285,108.2736587524414,-118,-11.0,2025-12-03T00:53:41.971+00:00,922200000,125000,12,14978.640976216995,4.175472411273706,-0.0494157459228539,-0.1304263524413897,-2.779425963398696,5,12.0,584.0,-585.5,unknown,14990.079911208171,4.175803948052032,115.2525813187084,-0.0390393197283812,0.9023689270621824,1.3763720427268202,48.318,118.2903921542236,0.0,584.0,584.0,0.0,-0.3807615230460897,0.0,0.002,-2.7399104742185045,230.58666943372648,0.0,0.068,0.0,0.252
board01,16.068925699999998,108.14323240000002,ac1f09fffe0fd629,16.06816,108.15438,-113,-18.2,2025-12-03T00:53:41.971+00:00,922200000,125000,12,1194.1677547562906,3.077065340065927,0.0007656999999987,-0.0111475999999868,3.073012939940724,11,12.0,7.0,-8.5,unknown,1194.1980055667825,3.077076341530015,93.27802918826808,-0.0071176274131003,0.9023689270621824,1.3763720427268202,9.325,2.172412253694036,5.0,14.0,9.0,0.0,-1.5,0.0,0.5,-5.970166908003332,0.913859186930412,0.0,0.0,0.0,1.0
board01,16.0699354,108.14296980000002,7276ff002e062cf2,16.118349075317383,108.27364349365234,-121,-12.0,2025-12-03T00:53:11.975+00:00,922200000,125000,12,14962.74462616922,4.175011263760463,-0.0484136753173842,-0.1306736936523265,-2.7867792593384344,5,15.0,584.0,-582.5,unknown,14974.078702810262,4.175340111422338,115.24330458611452,-0.0388809525240756,0.6833646155414317,1.32664991614216,48.68336673346693,118.8153614821587,0.0,584.0,584.0,0.0,-0.3845381526103892,0.0,0.002004008016032,-2.737601147403325,231.73593449624127,0.0,0.0621242484969939,0.0,0.220440881763527
board01,16.071910699999997,108.1418009,7276ff002e061f5b,16.075634002685547,108.2220687866211,-111,-19.0,2025-12-03T00:51:56.975+00:00,922200000,125000,12,8586.439830337747,3.933813130940099,-0.0037233026855503,-0.0802678866210868,-3.095239923238709,4,15.0,9.0,-7.5,industrial,8586.443105850673,3.933813296612596,110.41276828991968,-0.0008734697243281,1.1380711874576983,1.2496399481450646,6.885017421602788,4.629554194306836,0.0,19.0,19.0,0.0069686411149825,0.4318181818181799,0.0027716186252771,0.8885017421602788,-15.670528300032288,-7.305628835671359,0.0,0.0104529616724738,0.1498257839721254,0.5923344947735192
board01,16.071910699999997,108.1418009,ac1f09fffe0fd629,16.06817,108.15438,-113,-14.5,2025-12-03T00:51:56.975+00:00,922200000,125000,12,1406.96487785848,3.1482832562530554,0.003740699999998,-0.0125790999999964,2.8525465728331545,11,15.0,7.0,-5.5,industrial,1406.9756279080768,3.148286574508868,94.70223384784514,-0.0039090740990576,1.1380711874576983,1.2496399481450646,11.808510638297872,2.7801599362560823,6.0,17.0,11.0,0.0,-1.5,0.0,0.6170212765957447,-7.481155357414007,-0.750415959047704,0.0,0.0,0.0,0.9574468085106383
board01,16.0793523,108.1472675,7276ff002e062cf2,16.118371963500977,108.27373504638672,-118,-9.0,2025-12-02T10:15:38.950+00:00,922200000,125000,12,14190.645027342916,4.152002136503915,-0.0390196635009765,-0.1264675463867206,-2.842324100309914,5,13.0,584.0,-584.5,unknown,14202.677442723689,4.1523702238894025,114.78390683545582,-0.0411310018177438,1.722334572485943,1.6169106345126192,53.09493670886076,125.08095882780444,0.0,584.0,584.0,0.0021097046413502,0.857293868921829,0.0018086368542654,0.0042194092827004,-5.264498050566317,227.0418784106956,0.0,0.0485232067510548,0.0,0.1097046413502109
board01,16.0793523,108.1472675,7276ff002e0507da,16.0740935,108.1524913,-119,-15.8,2025-12-02T10:15:38.950+00:00,922200000,125000,12,808.3681543281785,2.9076091961446453,0.0052588,-0.005223799999996,2.3528556362873445,2,13.0,14.0,-14.5,unknown,808.4981898136482,2.9076790518802382,89.89008339527254,-0.0179325641803499,1.722334572485943,1.6169106345126192,11.814814814814817,1.4916318937483162,9.0,14.0,5.0,0.0,-1.5,0.0,0.2962962962962963,-2.4850185636336874,3.853865631144574,0.0,0.0,0.0,0.9629629629629628
board01,16.0793523,108.1472675,7276ff002e061f5b,16.075580596923828,108.2220687866211,-109,-12.0,2025-12-02T10:15:38.950+00:00,922200000,125000,12,8003.206115827326,3.903264001926289,0.0037717030761719,-0.0748012866210956,3.091212350982414,4,13.0,9.0,-9.5,unknown,8003.211754190684,3.9032643078923215,109.80178851551422,-0.0011870228890442,1.722334572485943,1.6169106345126192,4.49812734082397,4.228824339535249,0.0,15.0,15.0,0.0074906367041198,0.4342105263157876,0.0030061107825744,0.850187265917603,-14.439389391961448,-5.198640811661764,0.0,0.0074906367041198,0.0599250936329588,0.5131086142322098
board01,16.0793622,108.1474184,7276ff002e062cf2,16.11838150024414,108.27371978759766,-119,-3.8,2025-12-02T10:15:23.952+00:00,922200000,125000,12,14173.73168807617,4.151484207211241,-0.0390193002441421,-0.1263013875976497,-2.841956148412897,5,10.0,584.0,-587.5,unknown,14185.902375794589,4.151856966805364,114.77364169377506,-0.0413907022878412,1.6155846086031007,1.3705473359209452,53.095137420718814,125.11684787100263,0.0,584.0,584.0,0.0,-0.3125,0.0,0.0042283298097251,-2.808604796202303,225.5576696797356,0.0,0.0465116279069767,0.0,0.1099365750528541
