lat,lon,rssi,gateway
15.88,108.15499999999992,-120.0,7276ff002e062cf2
15.88,108.15999999999993,-120.0,7276ff002e062cf2
15.88,108.16499999999992,-120.0,7276ff002e062cf2
15.88,108.16999999999992,-120.0,7276ff002e062cf2
15.88,108.17499999999993,-120.0,7276ff002e062cf2
15.88,108.17999999999992,-120.0,7276ff002e062cf2
15.88,108.1849999999999,-120.0,7276ff002e062cf2
15.88,108.1899999999999,-120.0,7276ff002e062cf2
15.88,108.1949999999999,-120.0,7276ff002e062cf2
15.88,108.19999999999987,-120.0,7276ff002e062cf2
15.88,108.20499999999988,-120.0,7276ff002e062cf2
15.88,108.20999999999988,-120.0,7276ff002e062cf2
15.88,108.21499999999988,-120.0,7276ff002e062cf2
15.88,108.21999999999989,-120.0,7276ff002e062cf2
15.88,108.22499999999988,-120.0,7276ff002e062cf2
15.88,108.22999999999986,-120.0,7276ff002e062cf2
15.88,108.23499999999986,-120.0,7276ff002e062cf2
15.88,108.23999999999984,-120.0,7276ff002e062cf2
15.88,108.24499999999983,-120.0,7276ff002e062cf2
15.88,108.24999999999984,-120.0,7276ff002e062cf2
15.88,108.25499999999984,-120.0,7276ff002e062cf2
15.88,108.25999999999983,-120.0,7276ff002e062cf2
15.88,108.26499999999984,-120.0,7276ff002e062cf2
15.88,108.26999999999984,-120.0,7276ff002e062cf2
15.88,108.27499999999982,-120.0,7276ff002e062cf2
15.88,108.27999999999982,-120.0,7276ff002e062cf2
15.88,108.2849999999998,-120.0,7276ff002e062cf2
15.88,108.2899999999998,-120.0,7276ff002e062cf2
15.88,108.2949999999998,-120.0,7276ff002e062cf2
15.88,108.2999999999998,-120.0,7276ff002e062cf2
15.88,108.3049999999998,-119.0,7276ff002e062cf2
15.88,108.3099999999998,-118.0,7276ff002e062cf2
15.88,108.31499999999978,-117.0,7276ff002e062cf2
15.885000000000002,108.08,-120.0,7276ff002e062cf2
15.885000000000002,108.085,-120.0,7276ff002e062cf2
15.885000000000002,108.09,-120.0,7276ff002e062cf2
15.885000000000002,108.09499999999998,-120.0,7276ff002e062cf2
15.885000000000002,108.09999999999998,-120.0,7276ff002e062cf2
15.885000000000002,108.10499999999998,-120.0,7276ff002e062cf2
15.885000000000002,108.10999999999996,-120.0,7276ff002e062cf2
15.885000000000002,108.11499999999997,-120.0,7276ff002e062cf2
15.885000000000002,108.11999999999996,-120.0,7276ff002e062cf2
15.885000000000002,108.12499999999996,-120.0,7276ff002e062cf2
15.885000000000002,108.12999999999997,-120.0,7276ff002e062cf2
15.885000000000002,108.13499999999996,-120.0,7276ff002e062cf2
15.885000000000002,108.13999999999994,-120.0,7276ff002e062cf2
15.885000000000002,108.14499999999994,-120.0,7276ff002e062cf2
15.885000000000002,108.14999999999992,-120.0,7276ff002e062cf2
15.885000000000002,108.15499999999992,-120.0,7276ff002e062cf2
15.885000000000002,108.15999999999993,-120.0,7276ff002e062cf2
15.885000000000002,108.16499999999992,-120.0,7276ff002e062cf2
15.885000000000002,108.16999999999992,-120.0,7276ff002e062cf2
15.885000000000002,108.17499999999993,-120.0,7276ff002e062cf2
15.885000000000002,108.17999999999992,-120.0,7276ff002e062cf2
15.885000000000002,108.1849999999999,-120.0,7276ff002e062cf2
15.885000000000002,108.1899999999999,-120.0,7276ff002e062cf2
15.885000000000002,108.1949999999999,-120.0,7276ff002e062cf2
15.885000000000002,108.19999999999987,-120.0,7276ff002e062cf2
15.885000000000002,108.20499999999988,-120.0,7276ff002e062cf2
15.885000000000002,108.20999999999988,-120.0,7276ff002e062cf2
15.885000000000002,108.21499999999988,-120.0,7276ff002e062cf2
15.885000000000002,108.21999999999989,-120.0,7276ff002e062cf2
15.885000000000002,108.22499999999988,-120.0,7276ff002e062cf2
15.885000000000002,108.22999999999986,-120.0,7276ff002e062cf2
15.885000000000002,108.23499999999986,-120.0,7276ff002e062cf2
15.885000000000002,108.23999999999984,-120.0,7276ff002e062cf2
15.885000000000002,108.24499999999983,-120.0,7276ff002e062cf2
15.885000000000002,108.24999999999984,-120.0,7276ff002e062cf2
15.885000000000002,108.25499999999984,-120.0,7276ff002e062cf2
15.885000000000002,108.25999999999983,-120.0,7276ff002e062cf2
15.885000000000002,108.26499999999984,-120.0,7276ff002e062cf2
15.885000000000002,108.26999999999984,-120.0,7276ff002e062cf2
15.885000000000002,108.27499999999982,-120.0,7276ff002e062cf2
15.885000000000002,108.27999999999982,-120.0,7276ff002e062cf2
15.885000000000002,108.2849999999998,-120.0,7276ff002e062cf2
15.885000000000002,108.2899999999998,-120.0,7276ff002e062cf2
15.885000000000002,108.2949999999998,-120.0,7276ff002e062cf2
15.885000000000002,108.2999999999998,-120.0,7276ff002e062cf2
15.885000000000002,108.3049999999998,-120.0,7276ff002e062cf2
15.885000000000002,108.3099999999998,-120.0,7276ff002e062cf2
15.885000000000002,108.31499999999978,-120.0,7276ff002e062cf2
15.890000000000002,108.08,-120.0,7276ff002e062cf2
15.890000000000002,108.085,-120.0,7276ff002e062cf2
15.890000000000002,108.09,-120.0,7276ff002e062cf2
15.890000000000002,108.09499999999998,-120.0,7276ff002e062cf2
15.890000000000002,108.09999999999998,-120.0,7276ff002e062cf2
15.890000000000002,108.10499999999998,-120.0,7276ff002e062cf2
15.890000000000002,108.10999999999996,-120.0,7276ff002e062cf2
15.890000000000002,108.11499999999997,-120.0,7276ff002e062cf2
15.890000000000002,108.11999999999996,-120.0,7276ff002e062cf2
15.890000000000002,108.12499999999996,-120.0,7276ff002e062cf2
15.890000000000002,108.12999999999997,-120.0,7276ff002e062cf2
15.890000000000002,108.13499999999996,-120.0,7276ff002e062cf2
15.890000000000002,108.13999999999994,-120.0,7276ff002e062cf2
15.890000000000002,108.14499999999994,-120.0,7276ff002e062cf2
15.890000000000002,108.14999999999992,-120.0,7276ff002e062cf2
15.890000000000002,108.15499999999992,-120.0,7276ff002e062cf2
15.890000000000002,108.15999999999993,-120.0,7276ff002e062cf2
15.890000000000002,108.16499999999992,-120.0,7276ff002e062cf2
15.890000000000002,108.16999999999992,-120.0,7276ff002e062cf2
15.890000000000002,108.17499999999993,-120.0,7276ff002e062cf2
15.890000000000002,108.17999999999992,-120.0,7276ff002e062cf2
15.890000000000002,108.1849999999999,-120.0,7276ff002e062cf2
15.890000000000002,108.1899999999999,-120.0,7276ff002e062cf2
15.890000000000002,108.1949999999999,-120.0,7276ff002e062cf2
15.890000000000002,108.19999999999987,-120.0,7276ff002e062cf2
15.890000000000002,108.20499999999988,-120.0,7276ff002e062cf2
15.890000000000002,108.20999999999988,-120.0,7276ff002e062cf2
15.890000000000002,108.21499999999988,-120.0,7276ff002e062cf2
15.890000000000002,108.21999999999989,-120.0,7276ff002e062cf2
15.890000000000002,108.22499999999988,-120.0,7276ff002e062cf2
15.890000000000002,108.22999999999986,-120.0,7276ff002e062cf2
15.890000000000002,108.23499999999986,-120.0,7276ff002e062cf2
15.890000000000002,108.23999999999984,-120.0,7276ff002e062cf2
15.890000000000002,108.24499999999983,-120.0,7276ff002e062cf2
15.890000000000002,108.24999999999984,-120.0,7276ff002e062cf2
15.890000000000002,108.25499999999984,-120.0,7276ff002e062cf2
15.890000000000002,108.25999999999983,-120.0,7276ff002e062cf2
15.890000000000002,108.26499999999984,-120.0,7276ff002e062cf2
15.890000000000002,108.26999999999984,-120.0,7276ff002e062cf2
15.890000000000002,108.27499999999982,-120.0,7276ff002e062cf2
15.890000000000002,108.27999999999982,-120.0,7276ff002e062cf2
15.890000000000002,108.2849999999998,-120.0,7276ff002e062cf2
15.890000000000002,108.2899999999998,-120.0,7276ff002e062cf2
15.890000000000002,108.2949999999998,-120.0,7276ff002e062cf2
15.890000000000002,108.2999999999998,-120.0,7276ff002e062cf2
15.890000000000002,108.3049999999998,-120.0,7276ff002e062cf2
15.890000000000002,108.3099999999998,-120.0,7276ff002e062cf2
15.890000000000002,108.31499999999978,-120.0,7276ff002e062cf2
15.895000000000003,108.08,-120.0,7276ff002e062cf2
15.895000000000003,108.085,-120.0,7276ff002e062cf2
15.895000000000003,108.09,-120.0,7276ff002e062cf2
15.895000000000003,108.09499999999998,-120.0,7276ff002e062cf2
15.895000000000003,108.09999999999998,-120.0,7276ff002e062cf2
15.895000000000003,108.10499999999998,-120.0,7276ff002e062cf2
15.895000000000003,108.10999999999996,-120.0,7276ff002e062cf2
15.895000000000003,108.11499999999997,-120.0,7276ff002e062cf2
15.895000000000003,108.11999999999996,-120.0,7276ff002e062cf2
15.895000000000003,108.12499999999996,-120.0,7276ff002e062cf2
15.895000000000003,108.12999999999997,-120.0,7276ff002e062cf2
15.895000000000003,108.13499999999996,-120.0,7276ff002e062cf2
15.895000000000003,108.13999999999994,-120.0,7276ff002e062cf2
15.895000000000003,108.14499999999994,-120.0,7276ff002e062cf2
15.895000000000003,108.14999999999992,-120.0,7276ff002e062cf2
15.895000000000003,108.15499999999992,-120.0,7276ff002e062cf2
15.895000000000003,108.15999999999993,-120.0,7276ff002e062cf2
15.895000000000003,108.16499999999992,-120.0,7276ff002e062cf2
15.895000000000003,108.16999999999992,-120.0,7276ff002e062cf2
15.895000000000003,108.17499999999993,-120.0,7276ff002e062cf2
15.895000000000003,108.17999999999992,-120.0,7276ff002e062cf2
15.895000000000003,108.1849999999999,-120.0,7276ff002e062cf2
15.895000000000003,108.1899999999999,-120.0,7276ff002e062cf2
15.895000000000003,108.1949999999999,-120.0,7276ff002e062cf2
15.895000000000003,108.19999999999987,-120.0,7276ff002e062cf2
15.895000000000003,108.20499999999988,-120.0,7276ff002e062cf2
15.895000000000003,108.20999999999988,-120.0,7276ff002e062cf2
15.895000000000003,108.21499999999988,-120.0,7276ff002e062cf2
15.895000000000003,108.21999999999989,-120.0,7276ff002e062cf2
15.895000000000003,108.22499999999988,-120.0,7276ff002e062cf2
15.895000000000003,108.22999999999986,-120.0,7276ff002e062cf2
15.895000000000003,108.23499999999986,-120.0,7276ff002e062cf2
15.895000000000003,108.23999999999984,-120.0,7276ff002e062cf2
15.895000000000003,108.24499999999983,-120.0,7276ff002e062cf2
15.895000000000003,108.24999999999984,-120.0,7276ff002e062cf2
15.895000000000003,108.25499999999984,-120.0,7276ff002e062cf2
15.895000000000003,108.25999999999983,-120.0,7276ff002e062cf2
15.895000000000003,108.26499999999984,-120.0,7276ff002e062cf2
15.895000000000003,108.26999999999984,-120.0,7276ff002e062cf2
15.895000000000003,108.27499999999982,-120.0,7276ff002e062cf2
15.895000000000003,108.27999999999982,-120.0,7276ff002e062cf2
15.895000000000003,108.2849999999998,-120.0,7276ff002e062cf2
15.895000000000003,108.2899999999998,-120.0,7276ff002e062cf2
15.895000000000003,108.2949999999998,-120.0,7276ff002e062cf2
15.895000000000003,108.2999999999998,-120.0,7276ff002e062cf2
15.895000000000003,108.3049999999998,-120.0,7276ff002e062cf2
15.895000000000003,108.3099999999998,-120.0,7276ff002e062cf2
15.895000000000003,108.31499999999978,-120.0,7276ff002e062cf2
15.900000000000004,108.08,-120.0,7276ff002e062cf2
15.900000000000004,108.085,-120.0,7276ff002e062cf2
15.900000000000004,108.09,-120.0,7276ff002e062cf2
15.900000000000004,108.09499999999998,-120.0,7276ff002e062cf2
15.900000000000004,108.09999999999998,-120.0,7276ff002e062cf2
15.900000000000004,108.10499999999998,-120.0,7276ff002e062cf2
15.900000000000004,108.10999999999996,-120.0,7276ff002e062cf2
15.900000000000004,108.11499999999997,-120.0,7276ff002e062cf2
15.900000000000004,108.11999999999996,-120.0,7276ff002e062cf2
15.900000000000004,108.12499999999996,-120.0,7276ff002e062cf2
15.900000000000004,108.12999999999997,-120.0,7276ff002e062cf2
15.900000000000004,108.13499999999996,-120.0,7276ff002e062cf2
15.900000000000004,108.13999999999994,-120.0,7276ff002e062cf2
15.900000000000004,108.14499999999994,-120.0,7276ff002e062cf2
15.900000000000004,108.14999999999992,-120.0,7276ff002e062cf2
15.900000000000004,108.15499999999992,-120.0,7276ff002e062cf2
15.900000000000004,108.15999999999993,-120.0,7276ff002e062cf2
15.900000000000004,108.16499999999992,-120.0,7276ff002e062cf2
15.900000000000004,108.16999999999992,-120.0,7276ff002e062cf2
15.900000000000004,108.17499999999993,-120.0,7276ff002e062cf2
15.900000000000004,108.17999999999992,-120.0,7276ff002e062cf2
15.900000000000004,108.1849999999999,-120.0,7276ff002e062cf2
15.900000000000004,108.1899999999999,-120.0,7276ff002e062cf2
15.900000000000004,108.1949999999999,-120.0,7276ff002e062cf2
15.900000000000004,108.19999999999987,-120.0,7276ff002e062cf2
15.900000000000004,108.20499999999988,-120.0,7276ff002e062cf2
15.900000000000004,108.20999999999988,-120.0,7276ff002e062cf2
15.900000000000004,108.21499999999988,-120.0,7276ff002e062cf2
15.900000000000004,108.21999999999989,-120.0,7276ff002e062cf2
15.900000000000004,108.22499999999988,-120.0,7276ff002e062cf2
15.900000000000004,108.22999999999986,-120.0,7276ff002e062cf2
15.900000000000004,108.23499999999986,-120.0,7276ff002e062cf2
15.900000000000004,108.23999999999984,-120.0,7276ff002e062cf2
15.900000000000004,108.24499999999983,-120.0,7276ff002e062cf2
15.900000000000004,108.24999999999984,-120.0,7276ff002e062cf2
15.900000000000004,108.25499999999984,-120.0,7276ff002e062cf2
15.900000000000004,108.25999999999983,-120.0,7276ff002e062cf2
15.900000000000004,108.26499999999984,-120.0,7276ff002e062cf2
15.900000000000004,108.26999999999984,-120.0,7276ff002e062cf2
15.900000000000004,108.27499999999982,-120.0,7276ff002e062cf2
15.900000000000004,108.27999999999982,-120.0,7276ff002e062cf2
15.900000000000004,108.2849999999998,-120.0,7276ff002e062cf2
15.900000000000004,108.2899999999998,-120.0,7276ff002e062cf2
15.900000000000004,108.2949999999998,-120.0,7276ff002e062cf2
15.900000000000004,108.2999999999998,-120.0,7276ff002e062cf2
15.900000000000004,108.3049999999998,-120.0,7276ff002e062cf2
15.900000000000004,108.3099999999998,-120.0,7276ff002e062cf2
15.900000000000004,108.31499999999978,-120.0,7276ff002e062cf2
15.905000000000005,108.08,-120.0,7276ff002e062cf2
15.905000000000005,108.085,-120.0,7276ff002e062cf2
15.905000000000005,108.09,-120.0,7276ff002e062cf2
15.905000000000005,108.09499999999998,-120.0,7276ff002e062cf2
15.905000000000005,108.09999999999998,-120.0,7276ff002e062cf2
15.905000000000005,108.10499999999998,-120.0,7276ff002e062cf2
15.905000000000005,108.10999999999996,-120.0,7276ff002e062cf2
15.905000000000005,108.11499999999997,-120.0,7276ff002e062cf2
15.905000000000005,108.11999999999996,-120.0,7276ff002e062cf2
15.905000000000005,108.12499999999996,-120.0,7276ff002e062cf2
15.905000000000005,108.12999999999997,-120.0,7276ff002e062cf2
15.905000000000005,108.13499999999996,-120.0,7276ff002e062cf2
15.905000000000005,108.13999999999994,-120.0,7276ff002e062cf2
15.905000000000005,108.14499999999994,-120.0,7276ff002e062cf2
15.905000000000005,108.14999999999992,-120.0,7276ff002e062cf2
15.905000000000005,108.15499999999992,-120.0,7276ff002e062cf2
15.905000000000005,108.15999999999993,-120.0,7276ff002e062cf2
15.905000000000005,108.16499999999992,-120.0,7276ff002e062cf2
15.905000000000005,108.16999999999992,-120.0,7276ff002e062cf2
15.905000000000005,108.17499999999993,-120.0,7276ff002e062cf2
15.905000000000005,108.17999999999992,-120.0,7276ff002e062cf2
15.905000000000005,108.1849999999999,-120.0,7276ff002e062cf2
15.905000000000005,108.1899999999999,-120.0,7276ff002e062cf2
15.905000000000005,108.1949999999999,-120.0,7276ff002e062cf2
15.905000000000005,108.19999999999987,-120.0,7276ff002e062cf2
15.905000000000005,108.20499999999988,-120.0,7276ff002e062cf2
15.905000000000005,108.20999999999988,-120.0,7276ff002e062cf2
15.905000000000005,108.21499999999988,-120.0,7276ff002e062cf2
15.905000000000005,108.21999999999989,-120.0,7276ff002e062cf2
15.905000000000005,108.22499999999988,-120.0,7276ff002e062cf2
15.905000000000005,108.22999999999986,-120.0,7276ff002e062cf2
15.905000000000005,108.23499999999986,-120.0,7276ff002e062cf2
15.905000000000005,108.23999999999984,-120.0,7276ff002e062cf2
15.905000000000005,108.24499999999983,-120.0,7276ff002e062cf2
15.905000000000005,108.24999999999984,-120.0,7276ff002e062cf2
15.905000000000005,108.25499999999984,-120.0,7276ff002e062cf2
15.905000000000005,108.25999999999983,-120.0,7276ff002e062cf2
15.905000000000005,108.26499999999984,-120.0,7276ff002e062cf2
15.905000000000005,108.26999999999984,-120.0,7276ff002e062cf2
